N,carrier_gain_difference,carrier_power_balance_error,carrier_separation_quality,converged,dx_um,fixture,geometry,harmonic_1_magnitude,harmonic_1_phase_rad,harmonic_1_relative_to_K,harmonic_1_resolution,harmonic_2_magnitude,harmonic_2_phase_rad,harmonic_2_relative_to_K,harmonic_2_resolution,harmonic_3_magnitude,harmonic_3_phase_rad,harmonic_3_relative_to_K,harmonic_3_resolution,launch_attenuation,linear_response_rms,m,material_abs_L2_vs_linearized,material_max_abs_vs_linearized,material_rel_L2_vs_linearized,model,optical_rel_L2_vs_linearized,output_intensity_rel_L2_vs_linearized,periodic_fundamental_bin_offsets,periodic_fundamental_commensurate,periodic_fundamental_mode_components,points_per_2K,points_per_3K,points_per_K,power_drift,pump_delta_power_normalized,pump_gain,pump_power_input_normalized,pump_power_output_normalized,reference_intensity,resolution_2K,resolution_3K,resolution_K,runtime_s,signal_delta_power_normalized,signal_gain,signal_power_input_normalized,signal_power_output_normalized,study,total_power_mW
256,0.7141527041911855,-2.220446049250313e-16,0.9999999999990957,True,0.78125,gaussian_20um,x,0.0002773389505621673,2.9132701480814616,1.0,marginal,,,,underresolved,,,,underresolved,none,0.004729828135276266,1.0,0.028374187696939442,2.5102849474555855,5.998989156776683,reduced_nonlinear,0.20131775203646443,0.21490522936697415,"[0.0, 0.0]",True,"[100.0, 0.0]",1.28,0.8533333333333334,2.56,1.432187701766452e-14,-0.17853817604778943,0.6429236479044211,0.5,0.32146182395221057,1.01,underresolved,underresolved,marginal,5.0429912919935305,0.1785381760478033,1.3570763520956066,0.5,0.6785381760478033,production_static,2.0
256,0.227240109212815,5.551115123125783e-17,0.9999999999990957,True,0.78125,gaussian_20um,x,5.393208789403982e-06,2.813389356397271,1.0,marginal,,,,underresolved,,,,underresolved,none,0.004729828135276266,1.0,0.028374187696939442,2.5102849474555855,5.998989156776683,reduced_linearized,0.20131775203646443,0.21490522936697415,"[0.0, 0.0]",True,"[100.0, 0.0]",1.28,0.8533333333333334,2.56,1.432187701766452e-14,-0.056810027303196675,0.8863799453936066,0.5,0.4431899726968033,1.01,underresolved,underresolved,marginal,2.852051334019052,0.05681002730321083,1.1136200546064217,0.5,0.5568100273032108,production_static,2.0
