kg_rad_per_um,kg_over_kD,domain_length_um,grid_size,dx_um,dx_normalized,m,A1_linearized,A1_nonlinear,R_K,R_K_minus_one,A2_over_A1_nonlinear,A3_over_A1_nonlinear,A4_over_A1_nonlinear,A5_over_A1_nonlinear,delta_phase_rad,relative_L2_error,residual_rms_tolerance,residual_max_tolerance,nonlinear_iterations,nonlinear_residual_rms,nonlinear_residual_max
4.282893587390008,1.0,1.46704212443638,512,0.0028653166492898048,0.01227184630308513,0.2,0.09999811752629142,0.10114831659123932,1.0115022071755049,0.011502207175504875,0.05051925079825797,0.003317533133110634,0.00024720321316905997,1.9749092974745863e-05,8.881784197001252e-16,0.05248684089743334,1e-12,1e-11,3,5.059673061592954e-14,2.0367041386748497e-13
4.282893587390008,1.0,1.46704212443638,512,0.0028653166492898048,0.01227184630308513,0.4,0.19999623505258285,0.2098769133203333,1.049404321362113,0.049404321362112924,0.1044287598831686,0.014170108601130205,0.0021815957218039987,0.0003600942767934648,-8.881784197001252e-16,0.12114794844971777,1e-12,1e-11,4,1.02258746415711e-13,3.840816553690729e-13
4.282893587390008,1.0,1.46704212443638,512,0.0028653166492898048,0.01227184630308513,0.6,0.2999943525788742,0.3383093118095195,1.1277189350441907,0.12771893504419074,0.16696987192660548,0.03619502310639,0.008900952986583574,0.0023465788087107045,4.440892098500626e-16,0.2313905735521317,1e-12,1e-11,4,1.933593830356399e-13,7.335798635210722e-13
4.282893587390008,1.0,1.46704212443638,512,0.0028653166492898048,0.01227184630308513,0.8,0.3999924701051657,0.518628787489233,1.2965963768089823,0.2965963768089823,0.25112274810462065,0.08171686631178278,0.030153710152249248,0.01192627500795817,0.0,0.45500750498839154,1e-12,1e-11,4,2.8244924501082504e-13,1.001143612455735e-12
4.282893587390008,1.0,1.46704212443638,512,0.0028653166492898048,0.01227184630308513,0.95,0.4749910582498842,0.7972315962876912,1.678413903674545,0.6784139036745449,0.3662798285053568,0.17299028271472006,0.09254023236472925,0.05303126939588882,4.440892098500626e-16,0.9793832977883731,1e-12,1e-11,4,3.632202581200661e-13,1.4584444762988369e-12
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.01,0.00472863961229332,0.004728773444222253,1.0000283024167427,2.8302416742675973e-05,0.0024083342752060917,7.84853216473782e-06,2.903523911263762e-08,1.1509885967365111e-10,0.0,0.002408581517943844,1e-12,1e-11,3,5.547560507238876e-15,2.0768109454394335e-14
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.02,0.009457279224586636,0.009458350055233548,1.0001132281940166,0.00011322819401660134,0.004817034272798538,3.139887723832265e-05,2.3233450596538e-07,1.8421313769450233e-09,4.440892098500626e-16,0.004819012443080467,1e-12,1e-11,3,1.1366139124264057e-14,4.030109579389318e-14
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.05,0.023643198061466593,0.023659948985319604,1.0007084880737989,0.000708488073798863,0.012048993592452333,0.00019645104749376293,3.6359892458375443e-06,7.211038890515364e-08,-1.3322676295501878e-15,0.012079927561472385,1e-12,1e-11,3,2.385735843354448e-14,7.530087664520124e-14
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.1,0.04728639612293317,0.04742095548906558,1.0028456253207072,0.0028456253207072013,0.024143981330396365,0.0007887946358355154,2.9253760810018144e-05,1.1625341502223998e-06,4.440892098500626e-16,0.024392178143427087,1e-12,1e-11,3,4.951436882663674e-14,1.4310774787418268e-13
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.2,0.09457279224586634,0.09566738716473891,1.0115740996208178,0.01157409962081779,0.048663075158188435,0.0032041889882275295,0.00023949216209560818,1.9180841483825355e-05,1.3322676295501878e-15,0.0506730101684182,1e-12,1e-11,3,1.0296345774560504e-13,2.956801470332948e-13
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.4,0.1891455844917327,0.19854847143807935,1.0497124316785607,0.049712431678560653,0.10058192126239172,0.01368480456566857,0.002113370974633491,0.0003497052687632891,-3.1086244689504383e-15,0.11760238509025613,1e-12,1e-11,4,2.034174255799035e-13,8.111011862155237e-13
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.6,0.28371837673759914,0.32017586857340397,1.128498873619043,0.1284988736190431,0.16078498440969102,0.03494883253512672,0.008621034637608948,0.002278476970387047,-8.881784197001252e-16,0.22603493989455012,1e-12,1e-11,4,3.4731183381509905e-13,1.327993270905381e-12
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.8,0.3782911689834654,0.4910830791853157,1.2981616264131726,0.29816162641317256,0.24169918410912622,0.0788675741680461,0.029192426093950747,0.011575067293649745,8.881784197001252e-16,0.4466992137622842,1e-12,1e-11,4,4.874053046414816e-13,1.8548218516656334e-12
6.0,1.4009220349685119,1.0471975511965976,512,0.0020453077171808547,0.00875983530615318,0.95,0.4492207631678652,0.7537927822938901,1.6780007606465248,0.6780007606465248,0.35205529867077556,0.16674283215809144,0.08947103506176572,0.051399903536252345,8.881784197001252e-16,0.9598594740902658,1e-12,1e-11,4,6.710066589642023e-13,3.5246805474287157e-12
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.01,0.004160954673015068,0.004161070374749222,1.000027806535578,2.7806535578100977e-05,0.0024074283551681125,7.882601388840665e-06,2.9256281949462515e-08,1.1624328722939955e-10,0.0,0.0024076687791700756,1e-12,1e-11,3,8.27826206799552e-15,3.2475758193761806e-14
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.02,0.00832190934603013,0.008322835109122927,1.0001112440732411,0.00011124407324114571,0.004815222350780437,3.153517512198648e-05,2.34103250360842e-07,1.8604512041502566e-09,4.440892098500626e-16,0.004817145965531999,1e-12,1e-11,3,1.708434617715698e-14,7.623068842832481e-14
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.05,0.02080477336507533,0.020819254760188262,1.0006960611807116,0.0006960611807116379,0.01204446235086899,0.00019730382879466798,3.6636701491642403e-06,7.282754435724157e-08,0.0,0.012074543268203099,1e-12,1e-11,3,4.557923671623654e-14,1.3945788968072748e-13
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.1,0.04160954673015066,0.04172586792318808,1.0027955409798572,0.002795540979857236,0.02413490851505441,0.000792218975328414,2.9476482043178577e-05,1.1740964632657465e-06,-4.440892098500626e-16,0.02437626265848138,1e-12,1e-11,3,7.622468879517994e-14,2.8649305150452165e-13
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.2,0.08321909346030132,0.08416508780669812,1.0113675156392816,0.011367515639281622,0.04864484455368945,0.0032181027968544817,0.00024131588128902136,1.9371650660145847e-05,-4.884981308350689e-15,0.05059939123700488,1e-12,1e-11,3,1.6003732586304545e-13,4.795053243356051e-13
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.4,0.16643818692060264,0.17455534287641744,1.0487697931946771,0.048769793194677113,0.10054469240409229,0.013744283105799568,0.0021294752746222295,0.00035318679708733186,-8.881784197001252e-16,0.11709283857156229,1e-12,1e-11,3,4.4680298651829755e-13,1.820155137721713e-12
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.6,0.24965728038090396,0.28105104095358147,1.1257474267314769,0.12574742673147687,0.16072650044058018,0.03510080675912444,0.008686755618202188,0.002301177040109966,4.440892098500626e-16,0.224087217654438,1e-12,1e-11,4,5.97178595730987e-13,2.432276602348793e-12
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.8,0.3328763738412053,0.42940125519911165,1.289972160667529,0.28997216066752896,0.24161102557359065,0.07920839180151139,0.029413953755949355,0.011690020623136331,0.0,0.4397477412490894,1e-12,1e-11,4,7.18195611134865e-13,2.787992059438693e-12
8.0,1.8678960466246823,0.7853981633974483,512,0.0015339807878856412,0.006569876479614885,0.95,0.39529069393643124,0.6509619239450986,1.6467929398049101,0.6467929398049101,0.35189492845371456,0.16741775028700076,0.09011710930563258,0.05188937742699377,1.3322676295501878e-15,0.9294269463556772,1e-12,1e-11,6,9.9928984974614e-13,3.5188518765494337e-12
