m,harmonic,nonlinear_real,nonlinear_imag,nonlinear_amplitude,nonlinear_phase_rad,linearized_real,linearized_imag,linearized_amplitude,linearized_phase_rad
0.1,1,0.023910673244149964,-1.0281246319449397e-17,0.04782134648829993,-4.2998564760048437e-16,0.023845270629616347,-1.3684844856306002e-18,0.047690541259232694,-5.739018469896973e-17
0.1,2,-4.491917304550246e-18,0.0006564202237266355,0.001312840447453271,1.5707963267949034,1.867961741589017e-18,-3.2398161280322e-19,3.791698908655512e-18,-0.1717328319845835
0.1,3,-2.150116096922665e-05,-2.718195759433082e-18,4.30023219384533e-05,-3.141592653589667,3.782047212381314e-20,8.639020819448285e-19,1.7294591007598617e-18,1.5270456069036065
0.6,1,0.16072133121543947,-2.992393994807815e-16,0.32144266243087893,-1.8618524200727594e-15,0.1430716237776981,-1.7625526755321604e-17,0.2861432475553962,-1.2319372835739813e-16
0.6,2,6.450438906715189e-17,0.029418504647546015,0.05883700929509203,1.5707963267948943,2.835998112769018e-18,2.595163577695224e-19,5.695694526773496e-18,0.09125379997000439
0.6,3,-0.006411038134493719,2.0167829761110052e-17,0.012822076268987438,3.14159265358979,2.7152000944822084e-18,4.0246782458601204e-18,9.709860253531127e-18,0.9772955268013183
0.95,1,0.3723106741436363,1.668195303359048e-16,0.7446213482872726,4.480653978551965e-16,0.22653007098135525,-2.7076138978139128e-17,0.4530601419627105,-1.1952558378162366e-16
0.95,2,5.940874704922998e-17,0.15028968569873535,0.3005793713974707,1.5707963267948961,1.0139172030042942e-17,1.852929681092523e-18,2.061418519931154e-17,0.18075496917846903
0.95,3,-0.0713667361095929,1.6527418988795632e-16,0.1427334722191858,3.141592653589791,1.0847818592014559e-18,9.156835754471152e-18,1.8441734486366932e-17,1.4528790198316746
