N,carrier_gain_difference,carrier_power_balance_error,carrier_separation_quality,converged,dx_um,fixture,geometry,harmonic_1_magnitude,harmonic_1_phase_rad,harmonic_1_relative_to_K,harmonic_1_resolution,harmonic_2_magnitude,harmonic_2_phase_rad,harmonic_2_relative_to_K,harmonic_2_resolution,harmonic_3_magnitude,harmonic_3_phase_rad,harmonic_3_relative_to_K,harmonic_3_resolution,launch_attenuation,linear_response_rms,m,material_abs_L2_vs_linearized,material_max_abs_vs_linearized,material_rel_L2_vs_linearized,material_rel_L2_vs_reduced_linearized,model,optical_rel_L2_vs_linearized,output_intensity_rel_L2_vs_linearized,periodic_fundamental_bin_offsets,periodic_fundamental_commensurate,periodic_fundamental_mode_components,points_per_2K,points_per_3K,points_per_K,power_drift,pump_delta_power_normalized,pump_gain,pump_power_input_normalized,pump_power_output_normalized,reference_intensity,resolution_2K,resolution_3K,resolution_K,runtime_s,signal_delta_power_normalized,signal_gain,signal_power_input_normalized,signal_power_output_normalized,study,total_power_mW
1024,,,,True,0.1953125,broad_beam,x,0.014903602787347956,1.5707963267948966,1.0,resolved,1.3795688825916703e-18,1.6002718171648413,9.256613332199252e-17,resolved,2.3269724646088168e-17,-1.5690490950260088,1.5613489555587474e-15,marginal,none,0.01999572503146463,0.0625,0.0003648670723629147,0.000544665272454746,0.018247253939966908,0.05406916513019039,full_transverse_linearized,,,"[0.0, 0.0]",True,"[100.0, 0.0]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.1075873330119066,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,x,0.007071440231340058,1.5707963267948966,1.0,resolved,6.427225234587996e-05,-1.570796326794896,0.009088990395624143,resolved,7.358841108582258e-07,1.5707963267949359,0.00010406424812824497,marginal,none,0.009997862515732314,0.03125,9.093968259542627e-05,0.00013224914094341067,0.009095912496529248,,reduced_nonlinear,,,"[0.0, 0.0]",True,"[100.0, 0.0]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.2639810840191785,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,x,0.007069556382245117,1.5707963267948966,1.0,resolved,1.084731438893638e-19,1.5395564933646284,1.53436988156413e-17,resolved,1.3132423399142275e-17,-1.5688613446897346,1.8576021873343826e-15,marginal,none,0.009997862515732314,0.03125,9.093968259542627e-05,0.00013224914094341067,0.009095912496529248,,reduced_linearized,,,"[0.0, 0.0]",True,"[100.0, 0.0]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.04322162497555837,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,x,0.007451801393673978,1.5707963267948966,1.0,resolved,5.848822301869986e-20,1.7454685258031364,7.848870350778804e-18,resolved,1.255981836585901e-17,-1.5693126483583497,1.6854741158991912e-15,marginal,none,0.009997862515732314,0.03125,9.093968259542627e-05,0.00013224914094341067,0.009095912496529248,0.05406916513018989,full_transverse_linearized,,,"[0.0, 0.0]",True,"[100.0, 0.0]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.11185429198667407,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.06550534315634707,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.08600846676550354,0.5,0.024616911568102407,0.052184477234341345,0.28621497968588155,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.017075374984415248,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.0610174380792914,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.08600846676550354,0.5,0.024616911568102407,0.052184477234341345,0.28621497968588155,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.0023298330197576433,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.08430750878035732,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.08600846676550354,0.5,0.024616911568102407,0.052184477234341345,0.28621497968588155,0.39161284546125175,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.004302665998693556,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.03101197503629344,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.04300423338275177,0.25,0.005161505471136691,0.009178143924285294,0.12002319458174218,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.020010750013170764,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.0305087190396457,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.04300423338275177,0.25,0.005161505471136691,0.009178143924285294,0.12002319458174218,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.002599958999780938,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.04215375439017867,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.04300423338275177,0.25,0.005161505471136691,0.009178143924285294,0.12002319458174218,0.3916128454612518,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.0060417919885367155,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.01531575374117081,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.021502116691375882,0.125,0.0012386980426356217,0.0020632344780287283,0.057608190877898126,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.02658387500559911,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.01525435951982285,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.021502116691375882,0.125,0.0012386980426356217,0.0020632344780287283,0.057608190877898126,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.003334250010084361,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.02107687719508933,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.021502116691375882,0.125,0.0012386980426356217,0.0020632344780287283,0.057608190877898126,0.3916128454612521,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.0042851659818552434,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.007634811943051541,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.010751058345687941,0.0625,0.00030657387994487617,0.0004918973700748577,0.028515693068286423,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.011826000001747161,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.007627179759911425,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.010751058345687941,0.0625,0.00030657387994487617,0.0004918973700748577,0.028515693068286423,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.002472916996339336,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.010538438597544665,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.010751058345687941,0.0625,0.00030657387994487617,0.0004918973700748577,0.028515693068286423,0.39161284546125186,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.004142707999562845,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.0038145434503352566,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.0053755291728439705,0.03125,7.645155560888434e-05,0.0001202369216615146,0.01422214504854727,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.011885749991051853,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.0038135898799557134,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.0053755291728439705,0.03125,7.645155560888434e-05,0.0001202369216615146,0.01422214504854727,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.0024917910050135106,,,,,frozen_intensity_material,2.0
256,,,,True,0.78125,broad_beam,45deg,0.005269219298772334,1.5707963267948966,1.0,marginal,,,,underresolved,,,,underresolved,none,0.0053755291728439705,0.03125,7.645155560888434e-05,0.0001202369216615146,0.01422214504854727,0.39161284546125164,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",1.28,0.8533333333333334,2.56,,,,,,1.01,underresolved,underresolved,marginal,0.004533250001259148,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.09786686178745761,1.5707963267948966,1.0,resolved,0.01857044052675442,-1.5707963267948966,0.18975207938193397,marginal,,,,underresolved,none,0.12863774501810962,0.5,0.02883126194735119,0.14558503944561885,0.22412754470541746,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.0776268329937011,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.0910116882635754,1.5707963267948966,1.0,resolved,7.406621543184168e-14,1.570795218954962,8.138099275484419e-13,marginal,,,,underresolved,none,0.12863774501810962,0.5,0.02883126194735119,0.14558503944561885,0.22412754470541746,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.011192250007297844,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.08430750492210519,1.5707963267948966,1.0,resolved,6.918112419842908e-14,1.570796565968513,8.205808517562946e-13,marginal,,,,underresolved,none,0.12863774501810962,0.5,0.02883126194735119,0.14558503944561885,0.22412754470541746,0.08007247875412858,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.01974329201038927,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.04627192999993487,1.5707963267948966,1.0,resolved,0.004155333890555293,-1.5707963267948966,0.08980247615695179,marginal,,,,underresolved,none,0.06431887250905481,0.25,0.006032462453101062,0.023036503929105792,0.0937899284887462,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.07850154099287465,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.0455058441317877,1.5707963267948966,1.0,resolved,3.7032219368239626e-14,1.5707968933600351,8.137904059309846e-13,marginal,,,,underresolved,none,0.06431887250905481,0.25,0.006032462453101062,0.023036503929105792,0.0937899284887462,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.013903832994401455,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.042153752461052595,1.5707963267948966,1.0,resolved,3.458965926727774e-14,1.570796038417824,8.205594341627451e-13,marginal,,,,underresolved,none,0.06431887250905481,0.25,0.006032462453101062,0.023036503929105792,0.0937899284887462,0.08007247875412858,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.020897333015454933,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.02284631358776521,1.5707963267948966,1.0,resolved,0.001013185130921022,-1.5707963267948966,0.044347860630942613,marginal,,,,underresolved,none,0.032159436254527406,0.125,0.0014459918642442183,0.004771312245493785,0.04496322176793925,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.08615491600357927,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.02275292206589385,1.5707963267948966,1.0,resolved,1.8515579357204407e-14,1.5707965085917315,8.137670978515269e-13,marginal,,,,underresolved,none,0.032159436254527406,0.125,0.0014459918642442183,0.004771312245493785,0.04496322176793925,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.010217375005595386,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.021076876230526297,1.5707963267948966,1.0,resolved,1.7294271067984313e-14,1.570796554398348,8.205329328136624e-13,marginal,,,,underresolved,none,0.032159436254527406,0.125,0.0014459918642442183,0.004771312245493785,0.04496322176793925,0.0800724787541286,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.019300290994578972,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.011388067981748575,1.5707963267948966,1.0,resolved,0.0002517544558255114,-1.5707963267948966,0.02210686274695525,marginal,,,,underresolved,none,0.016079718127263703,0.0625,0.00035775596487203396,0.0010906447268219238,0.022248895287874947,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.06969820798258297,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.011376461032946926,1.5707963267948966,1.0,resolved,9.25848901490059e-15,1.5707960080282217,8.13828570070028e-13,marginal,,,,underresolved,none,0.016079718127263703,0.0625,0.00035775596487203396,0.0010906447268219238,0.022248895287874947,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.009693250001873821,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.010538438115263149,1.5707963267948966,1.0,resolved,8.647854984931084e-15,1.5707956954469129,8.206012020325978e-13,marginal,,,,underresolved,none,0.016079718127263703,0.0625,0.00035775596487203396,0.0010906447268219238,0.022248895287874947,0.08007247875412862,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.02140200001304038,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.005689680357154459,1.5707963267948966,1.0,resolved,6.284313997329608e-05,-1.5707963267948966,0.011045109044530823,marginal,,,,underresolved,none,0.008039859063631853,0.03125,8.920716539686553e-05,0.00026087645307846553,0.011095613081128865,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.045291916001588106,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.005688230516473464,1.5707963267948966,1.0,resolved,4.629717232802698e-15,1.5707967281922643,8.13911675941183e-13,marginal,,,,underresolved,none,0.008039859063631853,0.03125,8.920716539686553e-05,0.00026087645307846553,0.011095613081128865,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.008821583003737032,,,,,frozen_intensity_material,2.0
512,,,,True,0.390625,broad_beam,45deg,0.005269219057631574,1.5707963267948966,1.0,resolved,4.324410728472085e-15,1.5707954472272734,8.206929112595738e-13,marginal,,,,underresolved,none,0.008039859063631853,0.03125,8.920716539686553e-05,0.00026087645307846553,0.011095613081128865,0.08007247875412862,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",2.56,1.7066666666666668,5.12,,,,,,1.01,marginal,underresolved,resolved,0.019675667019328102,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.10684894402941249,1.5707963267948966,1.0,resolved,0.018805045034135468,-1.5707963267948966,0.17599654544979848,resolved,0.0035993529698550896,1.5707963267948966,0.03368636913121284,marginal,none,0.1405248970206057,0.5,0.02922073563346168,0.16669911760972367,0.20793991849839952,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.3195170419930946,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.09933267106831678,1.5707963267948966,1.0,resolved,6.802455036358206e-14,1.5707958679501215,6.848154754320226e-13,resolved,9.50737893521944e-16,1.5708038809505047,9.571250659997524e-15,marginal,none,0.1405248970206057,0.5,0.02922073563346168,0.16669911760972367,0.20793991849839952,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.04614299998502247,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.08430750183133806,1.5707963267948966,1.0,resolved,5.80172784295652e-14,1.570796701045825,6.881627040216665e-13,resolved,8.002367277937056e-16,1.5707645159883366,9.491880442556875e-15,marginal,none,0.1405248970206057,0.5,0.02922073563346168,0.16669911760972367,0.20793991849839952,0.15388481188611663,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.10852166701806709,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.050506259407324325,1.5707963267948966,1.0,resolved,0.004206914928125218,-1.5707963267948966,0.08329492180755597,resolved,0.0003814380593747367,1.5707963267948966,0.007552292801937758,marginal,none,0.07026244851030285,0.25,0.006100629632730703,0.024176030169907686,0.08682631707370596,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.2640283749788068,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.04966633553415839,1.5707963267948966,1.0,resolved,3.40126862205663e-14,1.5707964843929296,6.848237514356948e-13,resolved,4.757815713151923e-16,1.5708077429158946,9.579558592317928e-15,marginal,none,0.07026244851030285,0.25,0.006100629632730703,0.024176030169907686,0.08682631707370596,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.04563208302715793,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.04215375091566903,1.5707963267948966,1.0,resolved,2.900879325497528e-14,1.5707958421946993,6.8816635826807e-13,resolved,4.00433684450791e-16,1.5708110333395469,9.499360691575971e-15,marginal,none,0.07026244851030285,0.25,0.006100629632730703,0.024176030169907686,0.08682631707370596,0.15388481188611663,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.10623375000432134,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.02493555734633799,1.5707963267948966,1.0,resolved,0.001025703101940797,-1.5707963267948966,0.04113415584398119,resolved,4.593553271887481e-05,1.5707963267948966,0.0018421698813810895,marginal,none,0.03513122425515142,0.125,0.001460820274061692,0.004699680909358753,0.04158182087399138,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.2836893330095336,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.024833167767079195,1.5707963267948966,1.0,resolved,1.7005599650741918e-14,1.5707957312029812,6.847938132679908e-13,resolved,2.384769969481111e-16,1.5708110784831653,9.603164573480433e-15,marginal,none,0.03513122425515142,0.125,0.001460820274061692,0.004699680909358753,0.04158182087399138,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.04583074999391101,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.021076875457834512,1.5707963267948966,1.0,resolved,1.4503871124411975e-14,1.5707962617497881,6.881414255840622e-13,resolved,2.0064670847153456e-16,1.570756936547322,9.519755851522665e-15,marginal,none,0.03513122425515142,0.125,0.001460820274061692,0.004699680909358753,0.04158182087399138,0.1538848118861167,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.10633987499750219,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.012429308793733003,1.5707963267948966,1.0,resolved,0.0002548612358063766,-1.5707963267948966,0.020504859927116825,resolved,5.6899041942514935e-06,1.5707963267948972,0.0004577812240951329,marginal,none,0.01756561212757571,0.0625,0.00036132057568571204,0.0010305351201815027,0.02056976853761295,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.24608279101084918,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.012416583883539598,1.5707963267948966,1.0,resolved,8.502713884776203e-15,1.5707967084132561,6.847868918316632e-13,resolved,1.2010688349285034e-16,1.5707965306294482,9.673102088254202e-15,marginal,none,0.01756561212757571,0.0625,0.00036132057568571204,0.0010305351201815027,0.02056976853761295,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.052848166989861056,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.010538437728917258,1.5707963267948966,1.0,resolved,7.25186536020243e-15,1.5707964962995367,6.881347640650245e-13,resolved,1.0094653883510065e-16,1.570833809377841,9.578890290171323e-15,marginal,none,0.01756561212757571,0.0625,0.00036132057568571204,0.0010305351201815027,0.02056976853761295,0.1538848118861167,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.10662712500197813,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.006209881359577895,1.5707963267948966,1.0,resolved,6.361842926485711e-05,-1.5707963267948966,0.010244709291705609,resolved,7.096298259893376e-07,1.5707963267948977,0.00011427429686636933,marginal,none,0.008782806063787856,0.03125,9.008934628314368e-05,0.00024055341389586302,0.010257467332062389,,reduced_nonlinear,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.258879208995495,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.006208291941769799,1.5707963267948966,1.0,resolved,4.252815349539302e-15,1.5707961369338306,6.85021804616835e-13,resolved,5.920615562009621e-17,1.5708009327796941,9.536625560688163e-15,marginal,none,0.008782806063787856,0.03125,9.008934628314368e-05,0.00024055341389586302,0.010257467332062389,,reduced_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.046987665991764516,,,,,frozen_intensity_material,2.0
1024,,,,True,0.1953125,broad_beam,45deg,0.005269218864458629,1.5707963267948966,1.0,resolved,3.626996958681313e-15,1.570796527561671,6.883367443978736e-13,resolved,4.986465583525195e-17,1.5707775158178152,9.46338672162466e-15,marginal,none,0.008782806063787856,0.03125,9.008934628314368e-05,0.00024055341389586302,0.010257467332062389,0.15388481188611658,full_transverse_linearized,,,"[0.28932188134524495, 0.28932188134524495]",False,"[70.71067811865476, -70.71067811865476]",5.12,3.4133333333333336,10.24,,,,,,1.01,resolved,marginal,resolved,0.1062125839816872,,,,,frozen_intensity_material,2.0
