m,Id_over_I0,A1_lin,A1_NL,R1,R1_minus_one,A2_over_A1,A3_over_A1,A4_over_A1,A5_over_A1,phase_diff_rad,relative_L2,residual_rms,residual_max,iterations,converged,Nx,domain_length_um,kg_rad_per_um,kg_over_kD,dx_um,dx_normalized
0.95,0.0,0.39729174054681404,0.6359625312820658,1.6007444061302565,0.6007444061302565,0.46340185412778223,0.22652582135166702,0.12135868399462837,0.06939196693586473,0.0,1.0487629724002643,2.2339468164061015e-14,7.756772654743394e-14,4,True,256,2.2,2.855993321445266,0.5403604701164361,0.00859375,0.0454209624195523
0.95,0.0,0.3973182774841231,0.6359947482584065,1.6007185782783955,0.6007185782783955,0.46335981869470466,0.22646757924529498,0.1212995002404756,0.06933799467988154,0.0,1.0486205819396694,8.076093542029978e-14,3.9347171354453536e-13,4,True,512,2.2,2.855993321445266,0.5403604701164361,0.004296875,0.02271048120977615
0.95,0.0,0.3973249118431789,0.6360028013839156,1.600712118536733,0.600712118536733,0.46334930910092553,0.2264530197481752,0.12128470805964187,0.06932450809823475,0.0,1.0485849913260386,3.185876184986031e-13,1.1130523586144747e-12,4,True,1024,2.2,2.855993321445266,0.5403604701164361,0.0021484375,0.011355240604888074
0.999,0.0,0.41778363032238663,0.9918544426271367,2.3740864185170754,1.3740864185170754,0.6500915102081217,0.4268517651368623,0.3044269520412093,0.2313096607305264,-4.440892098500626e-16,2.6095568312283564,3.009291189141348e-14,9.992007221626409e-14,5,True,256,2.2,2.855993321445266,0.5403604701164361,0.00859375,0.0454209624195523
0.999,0.0,0.4178115360069884,0.9894777653180895,2.3682394573747225,1.3682394573747225,0.6492005589772716,0.4258208183890964,0.30337182504883725,0.23025216376462948,0.0,2.5956261845309103,1.1019505058585935e-13,4.046207813246383e-13,5,True,512,2.2,2.855993321445266,0.5403604701164361,0.004296875,0.02271048120977615
0.999,0.0,0.4178185125593009,0.9888980428102268,2.366812415162846,1.3668124151628458,0.6489816312873359,0.425567117697427,0.30311202522653974,0.22999174436216413,8.881784197001252e-16,2.592227129038872,4.0973831277501076e-13,1.654551495811063e-12,5,True,1024,2.2,2.855993321445266,0.5403604701164361,0.0021484375,0.011355240604888074
0.999,0.0001,0.41774185613677295,0.9845737307425441,2.3568950926961567,1.3568950926961567,0.6476271405582354,0.4241374699395006,0.3017624527819786,0.22873504154864213,0.0,2.572367372088418,2.683992487803371e-14,1.0545730955158206e-13,5,True,256,2.2,2.855993321445266,0.5403604701164361,0.00859375,0.0454209624195523
0.999,0.0001,0.4177697590310854,0.9824642826934955,2.3516883677078035,1.3516883677078035,0.6468082649669469,0.4231833088977914,0.30078300804596475,0.22775224065363958,4.440892098500626e-16,2.559878165426904,1.0135377718382037e-13,4.0333014705851156e-13,5,True,512,2.2,2.855993321445266,0.5403604701164361,0.004296875,0.02271048120977615
0.999,0.0001,0.4177767348858123,0.9819486405202321,2.350414847271523,1.350414847271523,0.6466067588554819,0.42294820999066074,0.30054156091812034,0.2275099421705565,-4.440892098500626e-16,2.5568246785320228,4.3252150511349667e-13,1.5801387975855619e-12,5,True,1024,2.2,2.855993321445266,0.5403604701164361,0.0021484375,0.011355240604888074
